Play_Time,Win_Rate,Avg_Score,Missions_Completed,Items_Collected,Purchase_Amount,Guild_Member,Play_Days,Rank_Points,Event_Participation,Game_Level
184.57,0.878,5165,36,47,53.32,N,79,1157,32,1
69.26,0.24,3433,43,787,139.84,Y,344,1581,23,1
139.98,0.846,5160,64,787,75.08,N,11,1705,15,1
118.45,0.597,5767,84,643,14.36,N,159,926,37,1
138.83,0.693,5491,141,410,5.19,Y,123,1482,26,1
70.0,0.304,5855,284,18,128.11,Y,148,2336,30,1
24.63,0.573,7119,196,730,30.27,Y,97,713,24,1
10.0,0.671,6405,118,663,30.14,N,104,988,35,1
52.96,0.519,5107,67,670,43.03,Y,278,2016,19,1
92.48,0.308,3242,196,178,130.17,N,14,1547,21,0
102.41,0.371,4100,79,733,170.62,Y,51,1591,32,0
236.23,0.798,4671,292,727,168.09,N,100,2113,20,2
186.36,0.224,5379,145,858,12.4,N,302,1024,9,1
62.27,0.696,4283,167,571,41.37,Y,146,1188,30,1
140.86,0.9,3596,271,734,35.48,Y,17,1114,15,1
95.58,0.205,3218,95,407,130.1,N,192,1291,4,0
102.94,0.313,2523,144,699,41.97,Y,230,2304,14,1
131.12,0.672,4648,161,697,70.79,N,169,479,2,1
157.15,0.242,2796,84,781,138.69,N,36,783,35,1
99.64,0.613,3499,21,858,82.13,Y,321,681,39,1
183.83,0.679,4409,88,13,102.03,Y,313,2341,10,1
51.48,0.612,2996,38,780,68.72,Y,333,1131,36,1
120.38,0.456,5570,204,794,158.44,Y,352,1304,28,1
275.86,0.688,6110,7,549,169.66,N,119,531,38,1
133.38,0.616,4176,98,524,116.61,N,156,1343,6,1
205.99,0.345,4344,265,725,170.14,Y,350,2020,2,1
125.49,0.594,5806,172,460,389.65,N,166,1652,36,1
154.85,0.817,3929,203,419,136.97,Y,316,1435,10,0
116.59,0.667,3826,202,805,77.1,N,238,561,23,1
109.78,0.53,6795,93,791,103.81,N,338,1303,36,1
73.23,0.425,6326,191,214,182.27,Y,8,1588,13,0
145.82,0.26,5902,70,830,56.88,N,259,905,3,0
68.91,0.371,6388,192,333,53.05,N,293,1893,31,1
159.94,0.208,2034,206,145,102.49,Y,76,2031,18,1
185.12,0.891,7031,263,879,75.98,Y,269,1183,0,2
141.99,0.356,5588,276,245,35.15,N,75,1935,13,0
102.83,0.77,6516,12,210,90.91,Y,330,1434,21,1
147.24,0.318,5581,93,277,208.5,Y,332,2188,35,1
101.48,0.399,5073,166,496,113.77,Y,6,2720,9,1
176.13,0.493,4587,99,174,28.73,N,187,844,20,1
10.12,0.427,5551,187,167,127.3,Y,142,1962,7,0
99.86,0.759,4532,257,398,64.07,Y,325,2283,11,1
10.0,0.87,6302,81,225,307.45,Y,120,918,10,0
30.3,0.813,2620,268,201,120.09,Y,264,1155,20,1
201.83,0.308,4188,265,913,48.44,N,47,1148,26,1
173.71,0.744,8067,274,599,134.26,Y,81,1420,4,1
76.83,0.304,4061,26,23,95.93,N,359,1286,3,0
29.85,0.839,4642,91,110,195.0,Y,143,1381,29,0
10.0,0.563,3676,41,815,52.82,N,280,2003,11,1
87.39,0.435,5504,40,277,119.89,Y,353,363,24,0
265.22,0.31,3896,20,160,17.53,N,352,916,3,0
146.09,0.208,4722,134,668,87.92,Y,12,1902,24,1
86.43,0.374,6273,30,839,27.96,N,88,1832,36,0
147.9,0.84,3952,92,404,93.55,Y,262,865,17,1
26.34,0.758,6183,294,745,109.61,Y,338,1836,23,1
102.16,0.879,6233,265,427,116.55,N,357,2296,11,2
125.97,0.271,6582,281,117,52.75,Y,264,1471,11,1
114.83,0.615,5211,15,799,89.98,Y,42,895,2,0
167.45,0.38,9862,199,919,178.65,N,272,2025,19,2
140.68,0.58,6582,191,984,251.58,N,102,2534,37,1
160.1,0.424,5487,44,109,92.34,N,296,968,4,0
78.7,0.398,3686,272,569,182.03,N,201,1524,16,2
173.87,0.602,4854,124,627,38.06,Y,71,2154,33,2
217.74,0.328,7139,293,88,59.93,Y,308,1569,19,1
61.79,0.528,7564,38,952,100.14,N,360,452,30,1
66.74,0.656,7217,196,111,76.37,Y,187,1766,15,1
200.15,0.29,6178,43,276,70.21,Y,297,913,24,1
108.52,0.851,3117,285,968,169.09,Y,26,738,39,1
204.23,0.554,5731,184,560,32.57,Y,102,463,23,1
93.45,0.774,3138,27,682,35.75,Y,50,2214,31,1
207.3,0.658,2769,68,498,23.7,Y,107,999,27,1
127.89,0.697,5359,110,754,102.42,N,140,1700,3,0
135.49,0.701,5785,8,90,64.0,N,160,1847,6,0
213.88,0.813,6355,7,679,157.83,N,121,1597,24,1
98.29,0.63,5746,278,75,95.96,Y,201,1678,13,1
63.53,0.395,5797,294,187,51.7,Y,84,1729,19,0
93.09,0.27,3523,163,511,45.12,N,130,1583,19,1
147.14,0.624,4843,271,453,72.75,Y,307,1044,31,1
26.05,0.246,2739,198,161,28.36,Y,207,990,39,1
158.25,0.369,1995,13,800,171.87,N,14,1437,39,1
87.67,0.242,6111,215,308,61.47,N,123,1424,3,0
188.87,0.584,3870,10,867,19.62,Y,303,1758,29,1
10.0,0.312,6309,245,24,195.83,N,69,2161,29,1
72.81,0.627,6663,113,244,73.62,N,336,1706,34,1
18.81,0.754,4071,46,303,126.74,N,111,1013,17,0
70.43,0.775,5885,81,600,52.33,Y,231,200,20,1
134.86,0.417,4008,206,407,200.45,N,176,1039,18,2
109.25,0.584,2231,254,165,39.9,N,230,693,14,1
104.8,0.594,5185,173,575,63.98,Y,292,1062,9,1
110.45,0.531,4294,52,958,13.37,N,58,1645,25,0
132.2,0.659,4340,270,142,197.13,N,131,1551,0,0
59.49,0.347,7963,238,259,46.87,Y,209,2615,29,1
162.41,0.885,2711,125,483,104.23,Y,98,1790,33,1
159.76,0.269,5574,168,729,115.33,Y,140,2646,9,1
143.1,0.78,3508,289,145,175.55,N,323,1929,8,1
153.39,0.616,6362,116,238,98.47,Y,87,2151,20,1
137.79,0.371,5448,12,242,77.13,Y,73,1285,33,0
242.1,0.722,5569,47,619,163.25,Y,214,855,4,1
114.77,0.259,3583,182,91,113.93,N,40,1231,17,0
101.58,0.742,3852,299,662,68.05,N,5,1493,8,1
74.79,0.613,6391,223,431,203.18,Y,318,1123,34,1
58.06,0.278,7656,187,335,120.44,Y,104,899,35,1
45.33,0.256,5720,100,863,26.03,Y,48,1750,3,0
66.67,0.726,3654,134,820,228.39,Y,241,897,5,1
115.76,0.405,5508,16,804,51.19,N,178,580,6,0
140.06,0.823,8641,114,886,174.95,Y,168,827,32,1
123.07,0.733,5154,188,241,20.0,N,162,1359,36,1
74.07,0.689,7193,272,856,162.55,N,57,905,14,1
174.01,0.395,3890,277,184,27.65,N,314,1363,6,1
164.36,0.696,4937,247,337,96.52,Y,5,1860,26,1
110.42,0.864,5929,11,559,118.02,Y,178,1845,35,1
80.83,0.264,5596,244,746,69.23,Y,102,1104,36,1
152.91,0.428,3850,69,581,84.4,N,236,718,17,1
131.28,0.364,3786,186,563,33.71,N,202,1155,31,1
33.11,0.475,6482,284,382,150.91,N,143,1893,38,0
115.92,0.72,6787,266,596,100.4,N,197,2034,33,0
135.72,0.532,7268,201,480,39.69,Y,86,1712,18,1
66.02,0.6,7706,93,482,103.27,N,52,2221,10,1
131.39,0.42,5202,158,589,105.66,N,330,2538,14,1
32.71,0.299,4533,212,604,87.54,Y,225,1210,14,0
200.17,0.387,7026,156,336,5.36,N,240,2392,39,2
194.88,0.802,6070,124,144,61.41,N,364,1344,29,1
104.85,0.622,3526,123,306,149.3,N,330,2112,34,1
141.81,0.465,3450,181,414,122.81,N,215,1925,31,1
10.0,0.753,5738,15,169,120.18,Y,290,314,19,1
50.62,0.245,4734,299,185,99.83,N,194,920,31,1
102.37,0.378,4960,35,951,161.53,Y,90,767,25,2
55.67,0.361,6609,295,287,50.93,N,229,431,29,1
162.86,0.89,6139,15,741,42.04,Y,333,2028,12,2
239.84,0.694,6995,156,136,267.38,N,321,2741,9,2
49.4,0.632,2103,128,972,46.44,Y,186,1345,7,1
69.75,0.203,5380,174,220,25.09,Y,345,2012,11,1
134.13,0.329,6042,132,399,68.23,Y,76,2391,39,1
216.67,0.645,2710,269,784,90.01,N,19,1625,37,1
46.66,0.466,4018,9,209,162.25,Y,150,1485,5,0
134.94,0.847,3739,295,554,61.52,Y,78,1353,22,1
229.28,0.735,5033,208,787,61.1,Y,349,1823,37,2
20.89,0.513,7442,234,33,83.76,Y,46,2025,30,1
43.14,0.725,8034,46,35,53.13,N,197,1777,24,1
94.58,0.883,3779,24,790,20.26,Y,283,1756,23,1
88.76,0.523,5790,122,270,27.14,Y,44,1469,13,0
168.76,0.65,5838,100,910,192.92,Y,21,544,36,1
134.5,0.843,5581,235,928,138.83,Y,204,2039,3,1
13.5,0.374,5598,269,881,81.57,Y,329,729,34,1
150.92,0.821,5456,131,996,122.53,Y,10,1872,34,1
85.35,0.268,7531,231,824,141.75,Y,12,1953,10,1
196.47,0.654,6654,22,389,48.6,Y,338,816,20,1
82.34,0.748,3410,223,992,33.38,Y,221,1135,35,1
81.8,0.63,6194,34,352,179.56,N,257,2773,18,1
152.47,0.547,6339,202,590,7.52,Y,104,1452,12,1
165.78,0.632,5472,117,15,123.94,N,117,768,2,0
146.89,0.306,6697,127,962,95.53,N,174,1981,17,1
18.86,0.351,5282,86,595,167.43,N,82,1036,11,0
152.28,0.389,5301,123,949,127.21,Y,164,348,34,1
57.94,0.618,5182,262,359,121.97,N,348,1812,34,1
134.12,0.509,1973,243,320,36.64,N,274,950,12,1
34.58,0.371,4879,105,527,145.58,N,317,1693,8,0
146.78,0.818,3998,91,864,113.18,N,183,1012,11,1
71.6,0.462,3220,155,553,41.17,Y,288,1924,16,1
43.04,0.512,7151,207,794,96.17,N,156,1610,26,1
162.83,0.487,5756,58,222,29.81,N,227,200,6,0
134.5,0.327,4955,219,778,72.92,Y,267,1729,39,1
83.16,0.712,4153,284,735,340.75,Y,301,1326,28,1
207.07,0.514,5444,254,897,34.79,N,338,2350,5,1
93.56,0.211,6487,166,67,20.04,Y,42,1737,12,1
121.93,0.875,3760,99,390,27.47,N,290,1954,28,1
136.13,0.771,4993,100,97,72.1,Y,260,1074,20,1
82.82,0.706,6302,223,406,133.89,N,270,1026,21,1
148.27,0.808,2096,139,761,85.69,Y,10,1485,1,1
87.99,0.835,4914,36,643,23.19,N,180,1284,16,1
95.3,0.436,4356,204,755,132.66,Y,350,2303,24,1
201.76,0.628,4799,45,740,11.51,N,329,1408,29,1
57.56,0.626,4248,296,992,25.92,Y,88,765,17,1
10.0,0.387,5206,128,880,51.28,Y,180,1003,22,1
216.66,0.355,7885,105,590,175.24,Y,316,2079,8,1
272.96,0.28,4514,21,877,88.34,Y,339,1400,31,1
95.68,0.662,5438,54,57,91.02,N,124,1368,27,0
10.0,0.747,7992,284,724,23.6,Y,294,2136,29,2
101.37,0.733,4175,163,526,55.73,Y,305,951,26,1
102.83,0.421,7722,271,957,157.94,N,59,200,39,1
108.6,0.344,5008,286,508,107.93,Y,16,988,35,1
53.2,0.518,7673,19,186,136.14,Y,21,1645,32,0
154.77,0.583,6125,117,726,81.15,N,57,1350,13,1
151.47,0.843,5461,252,950,159.14,Y,271,564,2,1
30.34,0.812,4902,151,26,23.44,N,145,2110,0,1
161.95,0.841,4064,155,73,70.73,N,251,1598,31,1
243.16,0.795,5114,173,664,120.0,Y,37,1733,35,1
130.32,0.875,6346,212,560,16.19,N,221,1752,25,1
99.76,0.526,4980,281,553,3.42,N,273,721,28,1
111.48,0.233,4525,266,99,267.54,Y,356,1682,3,0
156.92,0.258,4624,189,576,89.27,N,119,2044,22,1
16.16,0.473,6489,175,572,14.39,Y,201,2184,24,1
129.86,0.38,6838,111,850,87.55,Y,178,1933,6,1
96.57,0.319,3999,39,396,26.31,N,130,1808,30,0
230.87,0.867,3997,214,354,36.62,Y,235,458,13,1
109.55,0.337,5569,5,90,179.35,Y,208,1491,7,0
220.07,0.872,7291,210,571,52.37,Y,304,926,27,2
53.78,0.733,6719,151,651,52.01,N,15,2269,17,2
155.24,0.649,3122,237,287,25.46,N,84,2178,21,1
139.16,0.673,4604,285,733,62.23,Y,213,930,21,1
67.86,0.432,3604,168,938,93.75,Y,211,1472,24,1
130.64,0.652,4599,173,182,52.32,N,329,1649,16,1
192.75,0.331,7407,148,576,314.76,Y,247,2040,32,2
100.57,0.856,2866,115,697,32.13,Y,6,495,35,1
18.48,0.411,2572,31,28,31.95,Y,181,200,19,0
118.95,0.379,3757,14,187,60.16,N,309,1523,6,0
65.85,0.698,5431,218,401,290.13,Y,319,200,11,1
99.46,0.66,5931,274,146,137.74,N,293,1595,30,1
115.1,0.516,5656,20,361,50.84,N,176,1855,10,0
17.66,0.643,6764,101,155,50.87,Y,43,2242,31,1
23.06,0.312,2355,184,897,30.97,N,81,1126,26,1
148.92,0.671,6783,212,603,58.71,Y,309,1597,17,2
88.64,0.389,4532,221,335,69.16,Y,127,1891,5,0
10.0,0.391,6097,209,781,133.24,N,279,795,21,1
167.09,0.314,3015,29,28,113.73,Y,18,2049,27,1
136.34,0.433,5007,79,600,57.1,N,181,1665,6,0
77.17,0.432,5354,143,686,220.76,N,347,1137,32,1
40.99,0.518,6734,23,811,44.97,Y,93,1585,7,0
170.15,0.333,2622,106,230,19.61,N,15,1416,16,0
140.96,0.335,5046,118,595,97.13,Y,108,1968,21,0
262.96,0.579,3372,293,770,170.25,Y,27,1284,29,1
145.21,0.29,5758,98,799,78.66,Y,225,1636,8,0
143.26,0.682,6166,291,183,24.43,N,74,1127,13,1
109.98,0.861,6931,211,976,91.22,Y,93,937,32,1
169.01,0.499,4197,209,281,100.15,Y,216,1603,13,1
157.51,0.831,6391,246,397,108.15,Y,122,962,24,1
195.1,0.269,7041,253,200,92.63,Y,239,1980,15,1
88.72,0.23,2535,70,158,186.09,Y,340,1855,2,0
93.88,0.705,5919,129,262,30.25,N,340,1041,20,1
91.25,0.733,6438,160,144,1.41,N,267,1628,14,1
167.45,0.79,4612,293,735,11.52,N,353,1038,10,1
209.9,0.24,3184,16,601,24.06,Y,269,537,34,1
92.47,0.744,6414,145,396,150.05,Y,29,1142,30,1
94.51,0.464,3201,68,551,62.22,Y,349,1470,11,1
138.84,0.412,4732,66,608,232.72,Y,209,1813,20,1
105.25,0.321,4940,229,192,28.1,N,7,1590,28,0
177.12,0.897,6073,64,303,229.54,Y,228,2045,2,1
10.0,0.245,4060,239,883,37.0,N,93,911,3,0
70.4,0.779,3973,298,21,69.06,Y,197,1274,21,1
73.06,0.648,5148,234,957,14.51,N,241,2487,37,2
10.0,0.715,6510,55,964,209.02,N,14,341,37,1
62.18,0.698,8431,47,260,76.84,N,162,1229,17,1
65.09,0.801,2739,133,327,324.17,N,24,857,28,1
107.93,0.329,5473,167,214,175.77,N,45,1383,19,0
186.78,0.201,3370,234,565,67.69,N,81,1239,36,1
105.3,0.619,6528,129,221,42.69,Y,286,1861,22,1
58.15,0.448,3592,54,792,154.81,Y,153,1653,35,1
116.58,0.287,3988,297,393,83.34,N,21,717,14,0
182.95,0.33,4116,271,967,40.64,Y,273,1147,37,1
61.44,0.432,4886,197,854,88.13,N,200,1500,29,1
65.37,0.249,5485,210,407,9.3,Y,55,1944,30,1
153.51,0.24,5726,280,600,109.69,N,207,2960,0,1
106.71,0.841,4991,145,34,125.63,Y,94,1922,32,1
158.85,0.418,3005,47,76,27.12,N,233,893,6,0
119.18,0.888,6092,183,510,189.58,Y,346,1444,37,1
162.1,0.875,4921,138,478,162.46,Y,118,1609,7,1
57.9,0.3,6743,240,404,102.35,N,273,1188,33,1
119.27,0.7,3938,232,99,34.5,Y,13,1782,25,1
107.36,0.621,2597,144,841,131.14,Y,151,200,15,1
47.05,0.683,4949,113,412,59.42,N,325,1832,35,1
26.19,0.267,6944,129,475,94.42,N,31,1214,15,1
161.14,0.332,5241,191,409,140.29,Y,339,1434,2,1
98.94,0.254,4700,192,502,19.99,N,38,2379,3,1
58.66,0.623,3694,155,651,13.78,Y,178,743,34,1
114.23,0.891,7637,161,766,54.6,Y,70,1664,15,1
187.68,0.67,3456,297,553,288.0,N,12,1976,32,1
10.0,0.698,3912,79,174,333.2,Y,130,1602,0,0
30.2,0.889,5855,56,876,107.86,Y,214,531,3,1
64.63,0.675,2216,240,291,165.66,Y,265,2310,39,1
207.67,0.228,6912,280,26,79.43,N,118,1373,5,1
136.96,0.807,5936,184,48,88.19,N,182,1183,27,1
166.04,0.455,6349,123,776,68.99,Y,70,1314,14,1
51.59,0.203,5837,107,393,179.94,N,267,1271,20,0
52.83,0.555,4758,143,32,234.53,N,65,786,4,0
146.87,0.856,3405,20,813,86.59,Y,314,1599,10,1
123.5,0.38,4790,160,311,87.89,N,69,1142,30,0
152.92,0.544,3537,84,978,71.92,Y,244,1903,21,1
108.74,0.322,5729,83,880,238.57,Y,124,1811,20,0
136.69,0.24,6210,170,57,151.31,Y,363,2475,37,1
129.49,0.256,7215,289,693,33.73,Y,106,1373,16,1
166.67,0.709,5558,65,607,282.14,N,346,1018,32,1
168.42,0.805,6387,273,180,5.01,N,306,618,28,1
22.81,0.3,4554,158,349,222.56,N,173,2816,18,1
10.0,0.402,4283,292,495,169.93,Y,183,1897,11,1
180.1,0.337,5711,117,154,86.8,Y,132,1085,14,0
191.26,0.219,4420,299,724,85.15,Y,158,2516,34,2
58.76,0.587,5404,199,284,74.9,Y,172,2314,12,1
10.0,0.69,3408,202,937,35.31,N,57,689,26,1
125.94,0.654,3678,171,803,267.21,N,121,1048,4,1
175.85,0.472,5953,138,637,83.16,N,320,1421,13,1
227.86,0.589,6330,159,128,34.7,N,357,858,37,1
150.98,0.266,3522,255,34,256.34,Y,24,1442,21,1
97.7,0.308,6006,238,154,117.01,Y,268,1927,32,1
66.41,0.852,4201,12,504,122.24,Y,91,676,10,0
120.69,0.733,5025,209,783,295.95,N,240,1676,30,1
102.04,0.846,7125,251,161,134.78,Y,228,2201,39,2
59.1,0.842,6211,224,710,48.83,Y,321,1740,37,1
242.93,0.655,6194,151,57,134.63,N,257,1455,17,1
227.11,0.85,7863,103,272,38.41,Y,301,1099,27,1
188.16,0.492,3944,203,602,57.23,Y,293,1999,35,1
64.75,0.203,3521,200,830,105.25,Y,238,794,32,2
171.3,0.244,3917,115,779,163.9,Y,152,1646,39,1
158.38,0.277,4618,124,537,51.34,Y,126,1515,1,1
146.55,0.267,1468,113,45,73.16,N,129,2175,21,0
194.98,0.446,4689,18,300,72.53,N,134,1150,31,0
158.12,0.691,4183,14,785,184.17,Y,108,1201,29,1
164.4,0.753,6176,29,90,85.06,N,116,755,6,0
158.21,0.613,5529,130,709,279.62,N,209,1762,22,2
140.45,0.303,4099,155,706,57.2,N,102,1246,6,0
12.98,0.724,5885,125,754,53.32,N,130,983,3,1
125.02,0.448,6085,286,225,219.81,N,260,1040,4,0
86.63,0.209,3847,71,252,126.81,Y,123,1822,38,0
43.21,0.396,4260,120,206,214.22,Y,43,838,10,0
220.91,0.431,1662,77,399,26.14,Y,11,892,18,0
223.74,0.392,3364,93,528,83.49,Y,280,2038,10,1
201.55,0.768,3886,177,128,105.15,N,346,1400,35,1
135.31,0.732,5111,96,571,99.67,N,250,2073,35,1
201.04,0.687,3582,98,246,74.11,Y,26,1284,26,1
120.72,0.297,4230,202,566,98.16,N,207,1499,33,1
132.17,0.765,3162,249,309,102.15,N,102,1594,4,0
54.39,0.674,5257,67,955,52.05,Y,120,2332,39,1
143.82,0.336,5639,37,326,178.99,N,336,2284,16,1
123.62,0.654,5604,75,872,258.4,Y,301,2192,16,1
41.84,0.538,5019,175,183,142.95,Y,269,1123,7,0
116.93,0.508,2688,288,94,114.28,Y,185,908,35,1
115.22,0.278,4070,52,196,79.36,N,213,1956,6,0
227.85,0.563,4389,17,425,104.5,Y,334,2326,34,1
173.65,0.27,4395,160,902,112.52,Y,242,2198,28,2
120.69,0.315,5112,297,184,35.43,N,213,1508,30,1
134.93,0.293,7138,168,786,172.91,N,39,1937,1,1
122.65,0.868,6218,277,699,60.51,Y,363,1947,29,1
107.83,0.399,3519,194,351,227.82,Y,296,1589,38,1
55.05,0.449,6018,14,343,95.72,N,136,1615,15,0
110.94,0.425,5960,131,948,175.0,N,95,1559,17,1
75.23,0.829,3791,232,717,141.44,Y,353,1027,4,1
44.98,0.594,6273,155,246,26.49,Y,349,1088,19,1
150.67,0.843,4759,62,912,214.11,Y,156,1079,26,1
143.48,0.41,2885,58,412,44.62,N,88,540,11,0
12.8,0.28,5683,200,88,57.17,N,292,1586,29,1
112.64,0.589,5325,141,815,61.49,N,230,1476,3,1
179.74,0.442,4658,174,870,17.44,Y,329,1957,26,1
183.55,0.761,4944,115,448,99.11,N,201,2256,23,2
181.55,0.816,3921,105,706,182.66,Y,203,2295,9,1
122.33,0.531,5915,201,242,224.05,N,56,2351,13,1
69.3,0.88,4935,7,851,74.1,Y,222,1046,9,1
54.98,0.587,5250,133,374,84.49,Y,135,641,24,0
140.68,0.39,5536,114,274,148.45,Y,78,2058,25,0
142.76,0.542,3268,234,505,75.75,Y,286,2329,22,1
197.24,0.226,3659,219,274,194.09,Y,129,2434,7,1
186.0,0.763,1685,130,624,81.28,N,81,1791,8,1
112.07,0.271,5847,82,750,39.33,N,350,302,32,1
45.35,0.416,3182,74,411,101.05,Y,351,1719,18,1
100.85,0.596,5199,67,785,21.31,Y,183,1833,17,1
133.03,0.23,5556,85,436,100.04,Y,111,2251,12,1
107.88,0.256,5904,229,970,114.6,N,63,2358,37,1
85.33,0.687,3194,18,271,44.82,Y,230,2046,9,1
135.17,0.25,4902,12,707,111.31,Y,224,1148,30,1
89.76,0.534,7505,164,539,68.63,Y,227,883,30,1
82.32,0.437,7571,70,944,43.19,Y,281,1820,9,1
138.69,0.36,6481,250,227,18.29,N,174,1025,0,0
95.88,0.332,5506,226,204,23.91,Y,250,2385,9,1
134.65,0.734,3492,231,868,243.63,Y,240,477,10,1
136.39,0.866,6078,139,902,66.39,N,291,1840,29,1
51.63,0.298,4763,134,749,112.55,Y,272,1692,21,1
91.13,0.872,5841,130,480,73.61,N,17,1376,17,2
206.27,0.616,4051,62,416,247.72,Y,227,945,19,1
50.28,0.649,4741,172,669,43.37,N,356,263,38,1
10.0,0.697,5246,259,749,90.17,N,206,1181,37,1
10.0,0.693,5369,80,283,56.84,Y,195,1192,1,0
121.75,0.774,5741,21,16,173.67,N,223,2167,33,1
121.86,0.538,4131,171,82,111.67,Y,206,1030,14,1
112.94,0.573,2985,122,351,87.64,Y,149,1772,30,0
192.85,0.427,7437,240,684,27.3,N,362,725,39,2
10.0,0.274,8734,257,445,323.06,N,30,1788,20,1
143.76,0.665,5671,285,622,75.32,Y,298,200,24,1
213.69,0.224,3014,120,475,37.12,Y,62,2757,17,1
52.33,0.393,3840,271,259,18.39,Y,79,1415,2,0
97.21,0.266,5764,39,751,23.1,N,223,200,1,0
74.83,0.334,7012,114,726,87.0,N,234,1069,14,1
66.34,0.647,3181,83,963,175.57,Y,338,975,32,1
100.42,0.64,4814,277,827,106.26,N,110,1107,13,1
205.65,0.495,5294,182,386,19.58,Y,14,1281,17,1
230.24,0.263,6297,112,707,86.86,N,96,1102,21,1
99.84,0.503,4485,49,357,212.86,N,200,1010,12,0
234.3,0.447,2654,235,874,64.53,N,133,805,19,1
122.13,0.704,5932,198,614,106.5,Y,95,1993,24,1
225.22,0.605,6687,256,836,66.87,Y,334,2221,34,2
114.4,0.544,4876,134,288,124.25,Y,207,1347,30,1
127.86,0.541,5608,49,24,42.77,N,246,1489,32,0
141.93,0.876,4288,103,149,0.87,N,274,824,20,1
310.73,0.729,3731,187,536,28.92,Y,152,1543,27,2
171.08,0.548,6540,76,961,57.99,Y,269,1638,5,1
77.56,0.535,5581,25,630,80.23,Y,351,1368,5,0
178.14,0.219,5736,247,811,59.95,N,265,1738,36,1
98.29,0.86,7253,161,474,58.95,N,111,1685,24,1
90.61,0.423,3418,122,958,176.6,Y,285,868,4,1
174.52,0.379,4172,168,941,33.66,N,90,2216,16,1
121.87,0.9,5237,222,225,87.31,Y,31,1375,38,1
136.71,0.703,4154,5,863,20.96,N,164,2505,0,1
120.84,0.233,6175,134,27,143.02,Y,188,1752,17,1
140.19,0.243,4719,80,596,104.23,Y,174,2683,33,1
145.5,0.218,3511,32,442,318.91,N,99,2205,37,1
10.0,0.62,5099,15,308,32.42,N,103,1636,14,0
159.99,0.25,5256,134,934,255.8,Y,336,1066,36,1
61.08,0.853,6402,165,665,36.76,N,109,1079,28,1
33.46,0.856,5590,154,146,64.12,Y,286,1820,16,1
116.5,0.582,5692,235,147,24.8,Y,97,1586,31,0
125.04,0.632,5480,140,126,316.16,N,43,1147,32,1
78.39,0.404,4718,179,310,116.24,N,27,2000,11,0
169.86,0.245,3926,245,78,117.16,Y,92,1523,3,0
39.47,0.716,5433,198,271,39.98,N,307,2003,31,1
95.58,0.271,4500,273,767,5.9,N,168,915,3,1
84.91,0.26,7535,70,874,61.97,Y,255,2100,31,1
117.2,0.418,7013,237,788,52.58,Y,351,1801,14,1
136.73,0.209,5949,210,501,12.38,Y,22,2219,28,1
59.53,0.504,5568,176,698,65.42,N,44,2086,24,1
163.46,0.695,4868,6,944,87.44,N,336,1449,1,1
123.78,0.761,3108,164,62,122.1,Y,209,1401,0,1
10.0,0.623,4676,258,905,7.25,Y,227,2570,25,2
10.0,0.793,5152,195,726,26.39,Y,127,1326,20,1
119.26,0.485,5344,6,392,41.29,Y,302,1949,1,0
106.74,0.794,5704,89,454,182.04,N,237,1271,39,1
113.79,0.555,6382,172,444,179.63,Y,97,383,9,0
118.32,0.356,3962,244,166,111.61,N,238,764,34,1
133.53,0.861,3975,136,238,64.47,Y,6,1744,4,0
176.86,0.392,7176,257,302,189.9,N,91,1921,9,1
53.33,0.218,6156,239,15,101.63,N,78,1746,21,0
49.68,0.37,4414,83,506,182.62,N,287,2188,21,1
54.4,0.457,4839,62,481,115.45,Y,269,1735,24,1
137.34,0.446,4846,271,336,14.62,N,37,1035,6,0
194.7,0.567,5047,178,184,5.76,N,331,1857,10,1
94.12,0.818,5709,255,970,59.16,N,299,1602,10,1
10.0,0.405,8802,277,681,155.66,N,161,1155,17,1
17.76,0.565,5285,130,479,51.99,N,81,1784,36,1
70.02,0.438,5994,18,725,215.58,Y,156,1548,18,1
86.54,0.775,2470,273,378,145.79,Y,217,1137,39,1
95.5,0.31,4273,177,223,202.67,N,231,1393,10,0
122.31,0.272,6843,40,676,60.56,Y,130,2348,9,1
101.3,0.552,5603,161,772,34.78,N,41,2329,4,1
182.96,0.67,500,13,654,30.01,N,224,1613,8,1
79.44,0.757,6011,90,570,123.59,N,258,1534,12,0
68.26,0.613,7877,107,12,16.2,N,101,640,15,1
148.73,0.742,2006,139,641,17.46,N,235,2532,28,2
27.86,0.475,7279,171,622,49.34,N,209,2122,17,2
143.38,0.223,842,252,418,98.76,Y,185,1951,27,1
126.15,0.281,6407,108,251,41.93,Y,7,200,3,0
111.15,0.227,4987,221,979,179.91,Y,115,1525,37,1
215.3,0.43,1475,282,381,204.67,Y,139,1424,5,0
82.67,0.547,5669,225,279,2.68,N,305,1910,1,0
243.62,0.449,6726,80,709,117.09,Y,302,1229,16,1
106.47,0.592,5546,204,487,52.21,N,319,1361,26,1
43.38,0.536,5877,87,561,160.69,Y,171,1872,9,0
124.2,0.675,4382,145,651,120.05,Y,122,1036,6,2
55.43,0.667,2208,192,374,95.24,N,184,1156,33,1
74.89,0.423,6038,91,160,75.23,Y,290,1616,32,0
143.82,0.442,7625,6,175,17.56,N,228,2303,30,1
153.33,0.61,6694,251,940,349.89,Y,221,1985,8,2
82.67,0.618,2018,219,510,26.08,Y,161,2145,21,2
179.24,0.42,2728,41,422,257.68,Y,255,1538,27,1
