order_date,category,price
2020-02-17,Cold Drinks,17.49
2024-06-22,Tea,41.56
2023-08-18,Tea,7.16
2025-04-06,Coffee,24.12
2024-09-19,Cake,11.81
2021-05-10,Pizza,24.06
2020-10-05,Cake,35.53
2021-07-12,Coffee,8.05
2022-06-06,Cake,25.63
2021-04-02,Pizza,16.34
2023-07-09,Cold Drinks,16.36
2020-08-26,Cake,38.46
2020-07-02,Cold Drinks,21.78
2024-08-12,Cake,45.26
2025-03-24,Snacks,13.64
2024-05-16,Merchandise,28.38
2024-11-20,Coffee,27.93
2024-01-15,Tea,23.69
2022-12-22,Cake,37.39
2024-07-30,Coffee,35.78
2025-03-28,Cold Drinks,31.98
2023-05-09,Cold Drinks,7.92
2023-10-20,Snacks,31.72
2022-11-14,Snacks,33.53
2021-06-19,Cold Drinks,42.57
2021-08-01,Cake,31.84
2021-10-08,Pizza,5.01
2020-05-06,Merchandise,29.97
2022-10-07,Cold Drinks,11.21
2022-03-08,Pizza,36.84
2021-08-05,Pizza,46.21
2020-07-02,Tea,26.91
2024-02-08,Merchandise,19.17
2024-01-21,Tea,35.68
2024-10-18,Tea,33.23
2022-01-21,Coffee,34.66
2020-05-23,Tea,32.54
2024-10-28,Tea,5.59
2020-06-24,Snacks,30.68
2022-08-28,Merchandise,21.26
2024-06-21,Merchandise,23.78
2024-01-17,Snacks,10.18
2024-06-11,Cold Drinks,19.25
2023-01-03,Cake,49.11
2024-08-20,Coffee,45.97
2023-08-28,Merchandise,8.04
2025-02-04,Cake,30.86
2020-09-23,Snacks,21.68
2023-02-16,Pizza,24.27
2025-03-31,Coffee,6.42
2020-05-03,Snacks,8.91
2023-02-24,Cake,36.45
2024-06-16,Merchandise,28.52
2024-11-27,Merchandise,12.05
2023-09-17,Pizza,24.5
2020-12-16,Tea,31.28
2021-11-27,Snacks,26.05
2020-02-11,Cold Drinks,23.87
2024-05-15,Tea,19.06
2020-11-10,Snacks,39.88
2020-09-13,Merchandise,29.45
2025-01-31,Pizza,16.35
2023-08-15,Snacks,31.12
2022-06-26,Cold Drinks,26.72
2020-07-09,Snacks,27.05
2023-01-21,Coffee,38.04
2022-09-26,Pizza,42.43
2024-12-07,Cake,44.16
2023-10-28,Coffee,40.25
2025-01-28,Cold Drinks,9.28
2022-10-19,Pizza,17.99
2023-05-15,Pizza,17.78
2024-09-10,Cold Drinks,31.72
2020-06-10,Coffee,34.96
2022-01-25,Pizza,28.59
2025-04-14,Cold Drinks,33.2
2023-04-07,Pizza,43.21
2022-09-27,Tea,9.87
2020-05-12,Snacks,31.35
2023-09-09,Cake,43.13
2024-11-22,Merchandise,17.95
2024-02-24,Snacks,12.81
2023-05-19,Pizza,6.71
2023-01-16,Pizza,17.1
2024-06-22,Snacks,22.95
2021-02-03,Cold Drinks,37.19
2020-06-23,Pizza,24.56
2022-01-26,Coffee,44.74
2021-03-25,Cake,35.51
2020-07-28,Cold Drinks,49.49
2023-04-10,Tea,14.52
2024-05-29,Cold Drinks,28.84
2021-09-29,Merchandise,39.91
2020-04-05,Merchandise,40.94
2025-02-21,Coffee,12.27
2022-04-17,Merchandise,48.46
2024-02-12,Snacks,14.22
2020-04-26,Snacks,39.16
2022-08-14,Coffee,49.99
2021-11-18,Cold Drinks,32.89
2021-06-02,Cold Drinks,47.19
2022-03-09,Tea,31.88
2023-07-26,Snacks,43.77
2022-05-01,Tea,26.55
2020-02-24,Cold Drinks,6.65
2023-03-22,Tea,28.89
2021-08-31,Merchandise,35.68
2021-11-18,Pizza,35.44
2022-06-04,Snacks,19.24
2021-05-20,Cold Drinks,15.66
2020-07-13,Cold Drinks,36.29
2023-10-07,Pizza,42.87
2022-02-09,Merchandise,17.38
2024-07-08,Cold Drinks,12.69
2021-02-03,Coffee,39.34
2024-01-08,Snacks,30.94
2024-05-26,Cold Drinks,27.05
2024-05-01,Coffee,23.13
2022-05-27,Cold Drinks,32.42
2021-04-11,Cold Drinks,13.14
2023-06-27,Merchandise,41.4
2022-02-13,Merchandise,34.77
2023-06-08,Pizza,26.87
2021-01-05,Merchandise,17.31
2021-03-11,Cold Drinks,5.39
2022-08-14,Snacks,28.39
2021-01-20,Pizza,27.85
2022-08-18,Merchandise,12.26
2022-06-13,Cold Drinks,21.35
2023-01-05,Coffee,28.94
2021-04-26,Cold Drinks,13.05
2022-12-22,Tea,35.97
2024-04-27,Pizza,23.13
2022-08-30,Snacks,47.38
2023-11-27,Cake,23.87
2022-08-30,Coffee,12.75
2023-12-03,Snacks,45.79
2023-10-15,Merchandise,24.26
2022-11-27,Cake,8.04
2022-01-09,Pizza,43.31
2021-06-21,Cold Drinks,20.4
2024-05-22,Cake,18.64
2020-11-14,Pizza,9.65
2021-04-06,Snacks,26.64
2024-01-29,Merchandise,17.04
2021-06-16,Pizza,16.42
2020-09-01,Coffee,15.16
2020-09-25,Cold Drinks,45.32
2024-08-18,Coffee,32.34
2022-05-17,Pizza,11.77
2024-03-06,Pizza,37.31
2022-07-15,Tea,28.37
2022-02-26,Pizza,30.3
2024-01-09,Merchandise,20.15
2022-05-18,Cold Drinks,27.9
2025-03-03,Pizza,8.48
2024-12-04,Tea,20.7
2024-03-16,Coffee,11.8
2023-07-08,Merchandise,48.99
2022-07-23,Tea,32.01
2022-04-14,Pizza,9.76
2023-01-02,Snacks,48.48
2023-02-05,Snacks,42.45
2021-04-13,Cake,46.99
2020-02-25,Coffee,27.77
2023-04-20,Coffee,42.22
2023-10-15,Tea,39.39
2021-06-15,Tea,8.97
2025-03-20,Cake,19.25
2021-10-15,Pizza,11.63
2024-10-17,Cold Drinks,25.6
2022-10-19,Cold Drinks,27.97
2022-07-09,Pizza,21.74
2024-09-16,Cold Drinks,13.41
2021-06-25,Tea,47.19
2020-01-13,Cold Drinks,18.79
2024-08-28,Cake,11.21
2023-02-16,Pizza,45.76
2023-10-05,Merchandise,9.78
2024-03-02,Cold Drinks,41.41
2024-09-14,Snacks,26
2022-04-29,Merchandise,40
2022-07-30,Merchandise,24.74
2022-06-22,Cold Drinks,13.48
2024-08-29,Pizza,28.18
2022-01-17,Tea,47.43
2020-06-28,Snacks,33.83
2022-10-25,Tea,20.36
2024-04-10,Pizza,11.32
2024-07-13,Cake,24.29
2024-02-08,Cold Drinks,48.75
2021-07-20,Snacks,10.99
2020-06-30,Cold Drinks,29.08
2021-02-23,Snacks,46.12
2020-02-21,Tea,40.4
2024-01-09,Coffee,23.68
2023-12-19,Merchandise,16.33
2022-05-13,Snacks,19.23
2024-01-27,Tea,24.49
2021-04-06,Merchandise,13.81
2024-11-14,Merchandise,17.62
2023-06-14,Cold Drinks,29.16
2024-05-16,Cake,39.94
2024-06-25,Tea,40.25
2023-03-09,Coffee,14.14
2022-03-16,Coffee,24.78
2020-10-29,Cake,22.07
2022-11-13,Pizza,45.61
2023-05-04,Cake,25.39
2022-10-06,Pizza,18.33
2021-10-08,Tea,40.75
2024-04-16,Coffee,22.01
2021-05-01,Merchandise,47.72
2022-07-15,Tea,44.41
2023-01-29,Snacks,24.58
2022-12-27,Pizza,31.71
2024-07-07,Cold Drinks,39.63
2024-05-07,Tea,5.29
2021-01-27,Coffee,49.56
2024-02-07,Merchandise,45.82
2022-05-19,Cake,20.06
2023-10-08,Merchandise,47.36
2020-06-15,Cake,14.32
2023-09-26,Snacks,28.17
2024-05-16,Tea,10.67
2021-03-05,Coffee,13.79
2023-07-01,Snacks,14.48
2022-01-21,Tea,20.34
2023-11-11,Cake,49.82
2020-05-05,Coffee,9.78
2021-09-22,Coffee,6.93
2023-07-21,Pizza,22.55
2021-02-23,Cake,8.09
2024-06-18,Merchandise,18.16
2022-09-16,Cold Drinks,29.47
2020-12-04,Merchandise,29.69
2020-12-21,Cold Drinks,45.04
2021-10-25,Pizza,17.33
2022-01-01,Merchandise,26.85
2022-07-04,Coffee,23.28
2020-12-12,Tea,11.03
2023-03-23,Pizza,38.4
2021-09-24,Tea,48.92
2021-07-05,Tea,9.84
2021-05-04,Cold Drinks,33.45
2021-08-24,Cold Drinks,27.99
2022-07-31,Cold Drinks,46.62
2020-05-04,Snacks,9.84
2021-01-29,Snacks,45.52
2021-12-20,Pizza,48.55
2023-09-06,Merchandise,40.99
2021-04-15,Merchandise,28.05
2020-08-16,Tea,30.83
2022-09-11,Merchandise,9.02
2025-03-24,Cold Drinks,25.88
2022-03-03,Tea,30.02
2020-06-16,Cake,29.66
2022-12-10,Tea,48.42
2023-11-10,Cold Drinks,30.01
2021-08-23,Snacks,46.18
2022-02-11,Pizza,30.13
2022-11-26,Pizza,31.46
2022-03-23,Tea,10.13
2023-01-12,Merchandise,27.15
2024-04-06,Tea,22.6
2020-11-29,Merchandise,9.9
2021-02-16,Cold Drinks,5.39
2020-06-20,Tea,15.84
2021-02-21,Coffee,37.72
2021-03-30,Snacks,43.25
2022-10-25,Snacks,48.81
2024-10-07,Tea,11.56
2022-03-17,Cake,44.17
2022-03-01,Merchandise,8.83
2022-06-27,Tea,42.7
2024-06-24,Snacks,43.18
2022-12-01,Cake,37.05
2021-09-05,Pizza,49.16
2020-10-12,Pizza,45.07
2020-07-19,Merchandise,29.02
2023-08-09,Coffee,35.33
2020-05-21,Coffee,22.74
2024-11-26,Merchandise,16.64
2023-02-10,Tea,45.73
2021-11-03,Cold Drinks,48.57
2021-02-20,Snacks,29.93
2024-05-18,Pizza,12.36
2024-12-14,Merchandise,15.19
2022-08-15,Pizza,10.81
2022-04-19,Tea,44.19
2023-03-04,Pizza,29.27
2023-07-25,Merchandise,49.45
2023-02-11,Pizza,5.14
2024-05-05,Merchandise,36.81
2021-08-10,Pizza,15.97
2021-05-22,Cake,9.86
2021-06-19,Snacks,43.43
2020-03-24,Coffee,29.87
2023-05-07,Coffee,49.17
2024-02-26,Cake,21.01
2023-11-16,Coffee,20.77
2020-05-05,Coffee,9.64
2023-09-28,Snacks,13.56
2025-02-02,Tea,12.2
2024-04-18,Merchandise,11
2022-07-14,Snacks,17.62
2020-11-10,Cake,44.1
2025-01-12,Pizza,16.5
2023-02-18,Cold Drinks,9.47
2025-04-15,Cake,22.41
2024-02-28,Pizza,40.5
2024-06-24,Pizza,5.88
2024-10-18,Cold Drinks,48.61
2020-05-15,Coffee,34.06
2022-03-20,Coffee,12.75
2020-11-23,Snacks,11.18
2022-06-28,Cake,15.77
2021-01-07,Cake,12.23
2020-06-14,Merchandise,24.99
2020-08-14,Snacks,22.69
2024-05-30,Merchandise,11.85
2025-02-28,Pizza,33.09
2022-09-17,Snacks,8.34
2022-05-10,Tea,7.01
2022-12-14,Cake,41.97
2025-01-11,Coffee,32.05
2021-05-03,Cake,8.98
2023-01-23,Tea,21.73
2021-11-02,Snacks,43.35
2025-03-05,Tea,44.97
2021-06-11,Cake,41.28
2022-09-16,Merchandise,29.64
2020-02-19,Snacks,6.2
2022-03-24,Merchandise,42.73
2022-09-03,Tea,25.99
2021-08-24,Coffee,33.96
2024-11-27,Snacks,25.62
2022-10-08,Pizza,22.51
2022-08-15,Cake,7.59
2022-12-27,Merchandise,45.14
2024-11-16,Tea,34.81
2022-07-07,Snacks,32.03
2021-10-31,Coffee,20.99
2022-10-11,Snacks,16.45
2023-08-14,Coffee,29.85
2022-04-29,Tea,25.46
2021-01-12,Merchandise,19.66
2020-05-18,Cold Drinks,37.04
2024-10-02,Cold Drinks,40.15
2021-10-24,Snacks,43.97
2025-04-01,Pizza,47.21
2021-02-22,Snacks,8.18
2023-12-30,Merchandise,30.14
2022-01-18,Snacks,20.5
2022-10-05,Snacks,9.64
2022-11-02,Cake,8.4
2022-05-22,Cold Drinks,16.85
2023-05-04,Cold Drinks,37.17
2024-09-05,Snacks,27.21
2020-10-28,Cake,18.56
2021-03-27,Snacks,37.58
2022-08-22,Merchandise,43.11
2022-05-07,Tea,28.43
2021-07-07,Snacks,9.23
2021-01-13,Pizza,9.4
2021-04-18,Merchandise,9.83
2022-11-11,Cold Drinks,48.77
2022-12-01,Tea,48.74
2022-10-05,Cake,30.36
2023-01-04,Cold Drinks,19.77
2023-09-05,Pizza,26.34
2023-04-22,Pizza,23.76
2021-02-21,Cold Drinks,31.93
2020-08-09,Merchandise,35.47
2024-12-27,Coffee,45.75
2021-12-25,Tea,26.63
2023-09-30,Tea,10.99
2022-10-12,Coffee,19.72
2020-01-17,Tea,41.51
2024-11-22,Tea,32.75
2021-06-13,Coffee,19.21
2025-03-09,Merchandise,13.8
2020-01-01,Snacks,41.28
2024-06-17,Tea,25.54
2020-12-26,Pizza,38.17
2025-01-27,Merchandise,40.14
2024-11-03,Merchandise,20.37
2021-03-05,Coffee,23.07
2023-08-06,Merchandise,9.38
2021-12-02,Coffee,15.46
2023-04-20,Merchandise,27.67
2022-09-25,Snacks,32.33
2025-01-28,Pizza,38.99
2023-11-08,Cake,34.69
2021-05-04,Merchandise,42.09
2024-11-29,Merchandise,13.57
2020-10-16,Merchandise,27.7
2020-03-10,Coffee,24.78
2024-07-30,Cold Drinks,31.22
2025-02-18,Pizza,28.14
2020-10-29,Cold Drinks,21.48
2022-10-04,Tea,20.22
2024-02-16,Coffee,22.77
2025-02-22,Snacks,20.92
2024-06-14,Coffee,15.32
2021-06-27,Tea,44.85
2024-11-18,Cold Drinks,27.47
2020-12-02,Snacks,47.03
2021-02-19,Tea,6.45
2023-12-28,Cold Drinks,25.05
2022-01-02,Tea,32.02
2022-09-09,Pizza,41.1
2020-12-29,Cake,22.6
2022-11-02,Cold Drinks,48.81
2022-11-18,Snacks,11.63
2023-06-15,Cake,33.52
2024-03-03,Pizza,39.7
2021-10-20,Cake,44.04
2020-07-28,Tea,24.33
2021-08-07,Cake,25.15
2021-08-27,Coffee,30.71
2021-03-03,Cake,19.13
2021-05-26,Cold Drinks,36.04
2023-06-20,Cake,48.73
2022-06-18,Tea,37.17
2023-11-03,Merchandise,25.55
2023-12-31,Coffee,47.18
2021-04-14,Tea,49.92
2022-07-02,Cold Drinks,49.86
2020-08-17,Merchandise,20.1
2021-02-02,Pizza,9.51
2023-10-18,Coffee,45.17
2025-04-02,Snacks,19.58
2025-03-17,Coffee,41.44
2022-12-16,Snacks,20.65
2023-04-10,Pizza,7.17
2024-11-05,Pizza,43.01
2023-02-12,Coffee,35.07
2020-08-23,Merchandise,49.39
2024-12-16,Snacks,18.26
2021-06-27,Cake,5.87
2022-08-10,Coffee,36.6
2022-05-18,Cold Drinks,26.45
2020-07-09,Snacks,48.7
2024-09-12,Tea,43.79
2020-01-13,Coffee,15.13
2022-12-17,Coffee,48.88
2024-12-02,Merchandise,23.17
2024-05-15,Cold Drinks,21.45
2020-04-24,Pizza,10.11
2024-04-28,Pizza,43.33
2025-01-04,Merchandise,32.65
2022-08-04,Merchandise,27.99
2025-02-03,Pizza,46.34
2024-03-08,Snacks,38.42
2024-03-21,Cake,43.07
2021-02-06,Pizza,34.34
2024-03-10,Coffee,42.46
2022-09-01,Snacks,6.89
2023-08-15,Coffee,31.6
2024-05-07,Pizza,31.51
2024-10-16,Cake,12.84
2023-11-01,Merchandise,10.12
2023-09-30,Snacks,33.69
2020-03-27,Pizza,40.21
2025-02-07,Pizza,16.4
2024-02-28,Cold Drinks,9.05
2022-10-20,Cake,22.57
2024-07-13,Tea,41.75
2020-08-11,Tea,5.4
2024-02-11,Cold Drinks,37.47
2021-11-04,Coffee,30.34
2022-11-29,Cold Drinks,36.83
2021-06-17,Pizza,9.14
2023-06-13,Snacks,31.14
2020-05-11,Snacks,49.12
2023-12-28,Cold Drinks,13.06
2024-07-01,Coffee,5.21
2024-07-08,Pizza,5.02
2021-05-27,Coffee,40.07
2020-05-17,Cake,18.71
2022-11-25,Cake,9.31
2022-05-14,Merchandise,38.11
2020-11-08,Coffee,38.23
2021-05-05,Merchandise,27.05
2020-12-13,Snacks,48.5
2025-03-09,Tea,15.77
2024-12-31,Tea,23.92
2020-12-12,Cold Drinks,16.74
2024-10-25,Cold Drinks,38.67
2025-03-23,Merchandise,48.96
2023-04-13,Coffee,14.14
2020-04-25,Coffee,18.09
2020-10-12,Cold Drinks,47.53
2023-11-15,Tea,15.36
2024-06-11,Tea,36.17
2022-09-03,Merchandise,36.92
2024-03-07,Cold Drinks,18.34
2025-01-06,Merchandise,34.25
2023-04-18,Snacks,15.46
2020-01-19,Pizza,13.53
2023-12-25,Cold Drinks,21.14
2022-01-18,Pizza,43.55
2023-10-22,Tea,6.38
2023-10-20,Coffee,42.37
2022-06-30,Snacks,12.47
2024-10-12,Merchandise,14.8
2020-09-23,Cold Drinks,40.03
2024-09-24,Merchandise,40.02
2024-09-07,Pizza,34.09
2023-04-21,Cold Drinks,27.33
2022-02-17,Snacks,24.24
2023-12-12,Pizza,17.32
2021-08-02,Cake,13.62
2020-12-02,Tea,17.12
2021-06-21,Snacks,32.09
2023-09-01,Pizza,47.22
2021-09-02,Coffee,49.66
2025-04-01,Cold Drinks,25.9
2023-02-07,Snacks,41.64
2025-02-18,Cake,47.16
2025-01-10,Tea,10.99
2021-10-23,Merchandise,13.64
2024-01-26,Merchandise,25.54
2024-04-16,Merchandise,25.65
2020-08-30,Merchandise,39.98
2025-01-25,Snacks,29.01
2023-02-22,Cake,49.22
2024-03-21,Cake,9.09
2022-03-28,Merchandise,40.74
2025-03-30,Coffee,14.41
2024-03-10,Cold Drinks,41.57
2025-04-11,Merchandise,19.78
2024-06-21,Cold Drinks,42.27
2021-10-12,Snacks,21.65
2020-01-14,Cake,12.57
2020-07-04,Tea,23.07
2021-08-09,Merchandise,36.59
2024-12-27,Pizza,8.18
2023-03-03,Merchandise,17.9
2024-01-19,Coffee,49.88
2025-01-14,Coffee,47.23
2023-04-22,Cake,20.65
2021-05-29,Snacks,7.4
2024-10-14,Merchandise,37.79
2022-05-01,Pizza,36.77
2021-11-30,Tea,16.67
2022-04-24,Pizza,16.73
2022-04-07,Pizza,42.21
2021-07-06,Pizza,47.09
2024-08-19,Tea,28.89
2021-01-17,Merchandise,29.87
2024-03-11,Cake,18.71
2024-03-16,Pizza,30.07
2024-12-29,Pizza,21.21
2024-11-01,Cake,46.76
2022-06-19,Coffee,15
2024-10-08,Snacks,34.54
2022-05-21,Merchandise,39.78
2022-08-31,Merchandise,8.93
2024-03-05,Coffee,34.43
2021-02-06,Cold Drinks,18.45
2023-02-11,Merchandise,33.54
2023-01-02,Snacks,41.94
2022-05-23,Tea,15.43
2020-08-31,Tea,7.27
2022-10-29,Pizza,15.53
2024-02-22,Snacks,42.04
2021-11-13,Cold Drinks,30.34
2023-03-17,Tea,19.29
2022-01-05,Cake,39.53
2021-05-05,Merchandise,24.9
2024-10-18,Snacks,33.96
2023-01-12,Cake,36.05
2022-10-24,Coffee,40.96
2024-08-21,Cake,20.2
2024-02-04,Coffee,25.37
2023-10-15,Coffee,35.34
2023-05-24,Cake,29.87
2022-07-13,Coffee,32.17
2023-09-04,Cake,6.5
2021-03-06,Merchandise,37.14
2020-09-11,Merchandise,9.54
2022-11-12,Coffee,40.11
2024-05-27,Merchandise,49.61
2021-08-10,Pizza,31.16
2024-10-13,Pizza,35.05
2022-12-09,Cake,37.17
2020-11-24,Cold Drinks,8.68
2021-03-04,Snacks,27.4
2022-01-09,Snacks,10.61
2022-03-19,Snacks,9.48
2023-07-30,Cake,41.2
2020-07-06,Coffee,25.94
2020-11-01,Cold Drinks,47.18
2021-11-18,Cake,16.6
2022-03-05,Coffee,27.32
2020-05-20,Coffee,16.07
2021-07-16,Pizza,38.92
2021-04-25,Pizza,18.63
2022-07-16,Merchandise,43.16
2024-10-07,Tea,35.58
2024-02-12,Cold Drinks,41.53
2022-04-13,Tea,33.7
2023-11-11,Cold Drinks,44.85
2025-02-27,Merchandise,23.16
2021-04-02,Coffee,6.4
2022-09-19,Coffee,16.64
2020-03-20,Merchandise,25.16
2021-01-03,Pizza,16.88
2023-10-04,Snacks,29.28
2024-08-31,Snacks,31.06
2022-03-07,Cake,18.99
2022-07-25,Pizza,14.05
2022-01-09,Merchandise,43.47
2021-12-06,Cold Drinks,10.75
2020-07-28,Pizza,45.76
2022-09-03,Merchandise,45.61
2023-11-23,Cake,38.37
2021-11-28,Cold Drinks,27.71
2023-06-18,Snacks,12.77
2020-03-24,Snacks,26.39
2022-01-13,Cold Drinks,16.52
2020-10-29,Cold Drinks,37.02
2021-04-29,Tea,7.41
2021-12-04,Tea,38.2
2023-01-13,Tea,13.16
2022-04-04,Coffee,15.52
2022-03-04,Pizza,5.29
2021-10-07,Cake,11.7
2023-05-01,Snacks,44.38
2022-04-17,Cold Drinks,37.83
2022-10-21,Pizza,24.03
2023-01-20,Coffee,11.71
2022-01-23,Merchandise,14.16
2021-04-10,Cake,29.28
2023-11-24,Coffee,9.05
2021-09-08,Coffee,41.54
2020-10-30,Merchandise,16.1
2023-09-28,Coffee,39.46
2023-11-03,Coffee,32.45
2024-04-06,Tea,15.23
2025-03-15,Pizza,18.62
2025-03-11,Merchandise,12.53
2021-05-23,Merchandise,6.99
2021-12-19,Pizza,46.02
2020-07-09,Merchandise,44.33
2024-09-21,Cold Drinks,29.99
2022-04-19,Pizza,18.42
2022-07-05,Pizza,44.36
2021-05-08,Cake,12.98
2021-09-12,Pizza,22.09
2022-07-30,Merchandise,37.05
2021-01-29,Snacks,33.29
2022-03-21,Cake,8.74
2023-02-13,Cold Drinks,32.96
2024-10-25,Cake,29.24
2024-03-18,Snacks,24.97
2024-07-28,Pizza,47.22
2024-08-06,Pizza,35.7
2024-10-02,Pizza,16.47
2020-10-04,Pizza,15.23
2023-11-13,Merchandise,43.27
2020-06-19,Cold Drinks,11.96
2023-06-04,Snacks,5.83
2022-03-17,Coffee,36.41
2023-04-22,Tea,48.89
2022-07-16,Tea,25.13
2020-06-08,Coffee,19.94
2022-09-02,Tea,35.92
2023-05-14,Coffee,47.16
2021-11-01,Cold Drinks,31.86
2022-09-09,Coffee,5.7
2024-01-28,Pizza,34.17
2024-06-28,Tea,10.37
2022-07-03,Cold Drinks,39.91
2025-04-03,Coffee,11.79
2024-02-09,Tea,47.26
2021-08-09,Merchandise,30.6
2023-04-16,Pizza,6.99
2024-08-04,Tea,26.31
2022-01-25,Pizza,33.83
2020-05-04,Tea,16.82
2021-09-28,Merchandise,12.11
2022-05-21,Cold Drinks,7.38
2023-08-13,Pizza,7.72
2022-05-25,Cold Drinks,41.21
2021-07-10,Cold Drinks,13.09
2020-05-10,Cake,7.64
2020-01-25,Tea,37.88
2024-05-31,Coffee,45.83
2021-12-19,Snacks,19.56
2021-07-25,Cold Drinks,31.16
2022-10-04,Merchandise,15.08
2024-04-20,Tea,27.26
2024-06-30,Merchandise,32.62
2023-11-22,Merchandise,18.26
2024-05-06,Coffee,23
2021-01-25,Coffee,20.24
2024-08-11,Tea,23.53
2020-11-24,Tea,6.68
2024-03-09,Pizza,39.26
2022-11-25,Pizza,39.37
2023-12-09,Merchandise,30.32
2022-04-19,Merchandise,14.14
2021-07-09,Merchandise,30.35
2021-08-28,Coffee,12.75
2024-05-15,Cold Drinks,36.33
2021-02-20,Merchandise,22.93
2020-11-29,Cake,33.31
2024-10-25,Tea,24
2021-09-09,Tea,6.43
2021-05-03,Snacks,23.7
2020-06-23,Cake,34.01
2020-12-09,Cold Drinks,12.91
2021-02-24,Cold Drinks,29.21
2021-06-29,Merchandise,32.12
2022-12-23,Coffee,18.47
2023-02-17,Snacks,44.43
2021-12-10,Coffee,13.29
2022-05-29,Coffee,31.61
2022-04-02,Pizza,30.72
2023-03-16,Cold Drinks,14.17
2021-10-15,Pizza,39.05
2024-06-28,Merchandise,29.41
2021-07-11,Merchandise,15.98
2025-04-08,Cold Drinks,18.57
2022-02-18,Merchandise,27.05
2022-12-02,Pizza,10.44
2022-03-22,Cake,27.54
2022-05-14,Cake,34.23
2022-04-10,Pizza,9.53
2021-04-10,Cake,31.72
2023-11-23,Snacks,39.3
2025-02-11,Coffee,24.53
2023-05-15,Merchandise,24.96
2023-07-20,Merchandise,33.82
2024-06-08,Merchandise,19.15
2024-07-06,Cake,14.24
2020-09-05,Cake,22.59
2021-09-22,Pizza,6
2025-01-04,Cake,29.5
2020-03-01,Pizza,37.15
2020-03-01,Cold Drinks,24.98
2022-04-30,Cold Drinks,14.43
2023-11-09,Merchandise,12.61
2021-05-16,Tea,14.43
2021-05-13,Pizza,39.7
2023-01-08,Coffee,14.31
2020-01-01,Cake,29.1
2022-09-21,Coffee,18.79
2023-05-02,Merchandise,26.05
2023-07-28,Cake,22.46
2020-02-10,Snacks,16.12
2022-05-30,Cake,21.34
2023-08-04,Coffee,7.37
2024-08-24,Snacks,5.83
2021-05-02,Pizza,44.56
2024-07-13,Merchandise,33.84
2021-05-26,Merchandise,11.09
2024-03-19,Coffee,12.39
2021-10-25,Merchandise,19.73
2020-08-08,Cake,38.92
2022-10-26,Pizza,12.84
2022-03-13,Snacks,6.14
2024-05-03,Merchandise,16.6
2023-10-17,Pizza,5.71
2023-06-05,Merchandise,21.93
2023-03-24,Coffee,15.14
2022-09-17,Tea,16.61
2020-08-13,Snacks,38.68
2024-12-24,Pizza,19.55
2021-03-01,Tea,18.69
2022-12-16,Merchandise,21.75
2022-03-31,Snacks,31.23
2023-06-22,Merchandise,38.53
2023-10-25,Tea,32.31
2024-11-24,Cake,33.7
2022-10-27,Tea,36.07
2020-08-11,Cake,44.87
2020-02-19,Pizza,10.51
2021-10-10,Snacks,7.44
2024-11-03,Cake,24.62
2023-11-23,Cold Drinks,7.19
2023-04-17,Cold Drinks,33.55
2024-12-01,Pizza,37.08
2024-12-11,Pizza,9.41
2025-04-08,Merchandise,45.42
2022-02-11,Tea,30.9
2021-09-10,Snacks,12.24
2024-05-09,Pizza,8.72
2023-01-12,Pizza,11.31
2020-03-05,Merchandise,16.7
2020-07-01,Merchandise,23.09
2025-03-17,Cold Drinks,15.31
2022-09-27,Pizza,38.08
2020-11-19,Pizza,42.5
2021-12-19,Pizza,30.16
2021-12-15,Snacks,21.62
2022-09-24,Cold Drinks,12.53
2021-07-09,Merchandise,18.65
2024-11-05,Cold Drinks,17.38
2024-11-05,Cold Drinks,41.13
2022-01-21,Tea,43.1
2023-04-03,Cake,46.22
2023-10-11,Tea,38.4
2021-08-30,Snacks,32.08
2024-07-08,Pizza,10.37
2021-08-19,Pizza,7.08
2021-02-14,Coffee,19.05
2021-08-15,Pizza,33.32
2024-09-23,Merchandise,26.94
2024-09-10,Tea,12.39
2023-01-08,Tea,46.17
2021-07-29,Tea,35.06
2024-07-23,Tea,9.85
2021-08-23,Cake,26.05
2022-10-14,Merchandise,6.27
2023-08-26,Coffee,27.22
2024-08-05,Cold Drinks,38.87
2021-06-30,Merchandise,12.52
2021-02-02,Merchandise,32.21
2020-02-09,Snacks,32.88
2021-01-04,Tea,28.08
2023-06-05,Tea,23.24
2023-07-16,Cake,29.41
2023-05-19,Coffee,42.61
2020-04-27,Coffee,27.75
2023-02-23,Snacks,9.77
2020-09-29,Snacks,29.28
2020-12-10,Snacks,17.79
2024-10-30,Pizza,33.95
2021-07-08,Tea,32.25
2020-01-05,Tea,23.48
2024-03-02,Cold Drinks,38.48
2020-03-21,Cold Drinks,13.98
2024-02-13,Cake,41.57
2025-03-01,Coffee,12.46
2020-11-08,Cold Drinks,9.35
2020-04-01,Coffee,45.35
2020-05-12,Snacks,32.39
2022-10-29,Merchandise,36.63
2023-03-25,Coffee,45.06
2020-05-08,Cake,29.5
2020-04-08,Tea,15.36
2024-07-22,Coffee,39.47
2022-10-12,Cake,22.15
2021-11-07,Tea,40.65
2023-07-12,Merchandise,37.19
2020-03-04,Snacks,49.28
2022-02-01,Snacks,35.4
2020-05-26,Cold Drinks,18.8
2020-02-20,Snacks,8.75
2020-03-27,Cold Drinks,38.83
2020-04-23,Coffee,22.03
2021-06-04,Cold Drinks,14.37
2021-02-28,Cake,9.45
