Student ID,Topic,Subtopic,Answer
1076,Linear Algebra,Linear Transformations,1
168,Linear Algebra,Linear Transformations,0
168,Linear Algebra,Linear Transformations,0
168,Linear Algebra,Linear Transformations,0
168,Linear Algebra,Linear Transformations,0
168,Linear Algebra,Linear Transformations,0
167,Linear Algebra,Linear Transformations,1
510,Linear Algebra,Linear Transformations,0
1252,Linear Algebra,Linear Transformations,0
465,Linear Algebra,Linear Transformations,1
1081,Linear Algebra,Linear Transformations,1
1182,Linear Algebra,Linear Transformations,1
1253,Linear Algebra,Linear Transformations,0
1256,Linear Algebra,Linear Transformations,0
1219,Linear Algebra,Linear Transformations,0
1219,Linear Algebra,Linear Transformations,1
1334,Linear Algebra,Linear Transformations,0
890,Linear Algebra,Linear Transformations,1
1109,Linear Algebra,Linear Transformations,0
890,Linear Algebra,Linear Transformations,0
1173,Linear Algebra,Linear Transformations,0
1146,Linear Algebra,Linear Transformations,1
1279,Linear Algebra,Linear Transformations,1
1281,Linear Algebra,Linear Transformations,0
966,Linear Algebra,Linear Transformations,1
966,Linear Algebra,Linear Transformations,0
966,Linear Algebra,Linear Transformations,0
966,Linear Algebra,Linear Transformations,0
966,Linear Algebra,Linear Transformations,0
1195,Linear Algebra,Linear Transformations,1
890,Linear Algebra,Linear Transformations,0
359,Linear Algebra,Linear Transformations,0
468,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,0
753,Linear Algebra,Linear Transformations,1
884,Linear Algebra,Linear Transformations,1
851,Linear Algebra,Linear Transformations,0
965,Linear Algebra,Linear Transformations,1
1324,Linear Algebra,Linear Transformations,0
1324,Linear Algebra,Linear Transformations,0
1322,Linear Algebra,Linear Transformations,1
1284,Linear Algebra,Linear Transformations,0
592,Linear Algebra,Linear Transformations,1
634,Linear Algebra,Linear Transformations,1
634,Linear Algebra,Linear Transformations,0
913,Probability ,Probability ,0
1518,Probability ,Probability ,0
71,Probability ,Probability ,0
80,Probability ,Probability ,1
913,Probability ,Probability ,0
775,Probability ,Probability ,0
1505,Probability ,Probability ,1
548,Probability ,Probability ,0
451,Probability ,Probability ,0
1481,Probability ,Probability ,0
913,Probability ,Probability ,0
340,Probability ,Probability ,0
1505,Probability ,Probability ,1
26,Probability ,Probability ,0
451,Probability ,Probability ,0
913,Probability ,Probability ,1
340,Probability ,Probability ,0
548,Probability ,Probability ,1
448,Probability ,Probability ,0
80,Probability ,Probability ,1
37,Probability ,Probability ,0
1481,Probability ,Probability ,1
340,Probability ,Probability ,0
775,Probability ,Probability ,0
1518,Probability ,Probability ,0
548,Probability ,Probability ,0
448,Probability ,Probability ,0
548,Probability ,Probability ,0
26,Probability ,Probability ,1
451,Probability ,Probability ,0
913,Probability ,Probability ,0
340,Probability ,Probability ,0
26,Probability ,Probability ,1
340,Probability ,Probability ,0
775,Probability ,Probability ,1
1525,Probability ,Probability ,0
548,Probability ,Probability ,0
448,Probability ,Probability ,1
80,Probability ,Probability ,0
37,Probability ,Probability ,0
913,Probability ,Probability ,0
1505,Probability ,Probability ,1
451,Probability ,Probability ,0
1339,Linear Algebra,Linear Transformations,0
1091,Linear Algebra,Linear Transformations,1
1311,Linear Algebra,Linear Transformations,1
168,Linear Algebra,Linear Transformations,0
972,Linear Algebra,Linear Transformations,0
1352,Linear Algebra,Linear Transformations,1
1517,Linear Algebra,Linear Transformations,1
1093,Linear Algebra,Linear Transformations,0
1351,Linear Algebra,Linear Transformations,1
1351,Linear Algebra,Linear Transformations,0
986,Linear Algebra,Linear Transformations,0
986,Linear Algebra,Linear Transformations,1
986,Linear Algebra,Linear Transformations,1
986,Linear Algebra,Linear Transformations,1
986,Linear Algebra,Linear Transformations,1
1375,Linear Algebra,Linear Transformations,1
1146,Linear Algebra,Linear Transformations,0
1411,Linear Algebra,Linear Transformations,1
1427,Linear Algebra,Linear Transformations,1
1077,Linear Algebra,Linear Transformations,0
1135,Linear Algebra,Linear Transformations,0
1427,Linear Algebra,Linear Transformations,1
1411,Linear Algebra,Linear Transformations,1
403,Linear Algebra,Linear Transformations,0
1185,Linear Algebra,Linear Transformations,0
1428,Linear Algebra,Linear Transformations,0
36,Linear Algebra,Linear Transformations,0
1308,Linear Algebra,Linear Transformations,1
1286,Linear Algebra,Linear Transformations,0
1292,Linear Algebra,Linear Transformations,0
1292,Linear Algebra,Linear Transformations,1
1292,Linear Algebra,Linear Transformations,1
1291,Linear Algebra,Linear Transformations,0
1402,Linear Algebra,Linear Transformations,1
72,Linear Algebra,Linear Transformations,0
840,Linear Algebra,Linear Transformations,0
913,Probability ,Probability ,1
71,Probability ,Probability ,0
448,Probability ,Probability ,1
451,Probability ,Probability ,0
80,Probability ,Probability ,1
775,Probability ,Probability ,1
1505,Probability ,Probability ,1
26,Probability ,Probability ,1
71,Probability ,Probability ,1
91,Integration,Integration Techniques,0
57,Integration,Integration Techniques,0
64,Integration,Integration Techniques,1
1561,Integration,Integration Techniques,0
411,Integration,Integration Techniques,0
1542,Integration,Integration Techniques,1
37,Integration,Integration Techniques,1
37,Integration,Integration Techniques,1
448,Probability ,Probability ,1
91,Integration,Integration Techniques,0
411,Integration,Integration Techniques,0
37,Integration,Integration Techniques,1
451,Probability ,Probability ,0
956,Linear Algebra,Vector Spaces,1
956,Linear Algebra,Vector Spaces,0
956,Linear Algebra,Vector Spaces,0
956,Linear Algebra,Vector Spaces,0
956,Linear Algebra,Vector Spaces,1
1143,Linear Algebra,Vector Spaces,0
91,Linear Algebra,Vector Spaces,0
1023,Linear Algebra,Vector Spaces,0
1023,Linear Algebra,Vector Spaces,0
1023,Linear Algebra,Vector Spaces,0
1023,Linear Algebra,Vector Spaces,0
1023,Linear Algebra,Vector Spaces,0
1023,Linear Algebra,Vector Spaces,0
1023,Linear Algebra,Vector Spaces,0
1023,Linear Algebra,Vector Spaces,1
1023,Linear Algebra,Vector Spaces,1
81,Linear Algebra,Vector Spaces,0
91,Linear Algebra,Vector Spaces,1
1229,Linear Algebra,Vector Spaces,1
1248,Linear Algebra,Vector Spaces,1
168,Linear Algebra,Vector Spaces,0
168,Linear Algebra,Vector Spaces,0
168,Linear Algebra,Vector Spaces,0
750,Linear Algebra,Vector Spaces,0
967,Linear Algebra,Vector Spaces,1
967,Linear Algebra,Vector Spaces,0
972,Linear Algebra,Vector Spaces,0
972,Linear Algebra,Vector Spaces,0
1082,Linear Algebra,Vector Spaces,1
1269,Linear Algebra,Vector Spaces,0
1081,Linear Algebra,Vector Spaces,0
378,Linear Algebra,Vector Spaces,0
483,Linear Algebra,Vector Spaces,0
483,Linear Algebra,Vector Spaces,1
591,Linear Algebra,Vector Spaces,0
1230,Linear Algebra,Vector Spaces,1
1182,Linear Algebra,Vector Spaces,0
1182,Linear Algebra,Vector Spaces,0
1150,Linear Algebra,Vector Spaces,0
1244,Linear Algebra,Vector Spaces,0
509,Linear Algebra,Vector Spaces,1
535,Linear Algebra,Vector Spaces,0
1148,Linear Algebra,Vector Spaces,0
1288,Linear Algebra,Vector Spaces,1
1179,Linear Algebra,Vector Spaces,0
1147,Linear Algebra,Vector Spaces,0
1288,Linear Algebra,Vector Spaces,0
1140,Linear Algebra,Vector Spaces,0
1080,Linear Algebra,Vector Spaces,0
966,Linear Algebra,Vector Spaces,0
1130,Linear Algebra,Vector Spaces,1
426,Linear Algebra,Vector Spaces,0
426,Linear Algebra,Vector Spaces,0
411,Linear Algebra,Vector Spaces,1
1220,Linear Algebra,Vector Spaces,1
1220,Linear Algebra,Vector Spaces,1
1220,Linear Algebra,Vector Spaces,0
1220,Linear Algebra,Vector Spaces,1
1220,Linear Algebra,Vector Spaces,1
1220,Linear Algebra,Vector Spaces,0
1220,Linear Algebra,Vector Spaces,1
1220,Linear Algebra,Vector Spaces,1
1220,Linear Algebra,Vector Spaces,1
1220,Linear Algebra,Vector Spaces,1
1220,Linear Algebra,Vector Spaces,1
1220,Linear Algebra,Vector Spaces,1
1220,Linear Algebra,Vector Spaces,1
1220,Linear Algebra,Vector Spaces,0
633,Linear Algebra,Vector Spaces,1
1192,Linear Algebra,Vector Spaces,0
955,Linear Algebra,Vector Spaces,0
1324,Linear Algebra,Vector Spaces,0
1308,Linear Algebra,Vector Spaces,1
1291,Linear Algebra,Vector Spaces,1
1286,Linear Algebra,Vector Spaces,0
1300,Linear Algebra,Vector Spaces,1
1299,Linear Algebra,Vector Spaces,1
1283,Linear Algebra,Vector Spaces,0
1333,Linear Algebra,Vector Spaces,0
592,Linear Algebra,Vector Spaces,1
840,Linear Algebra,Vector Spaces,0
840,Linear Algebra,Vector Spaces,1
1272,Linear Algebra,Vector Spaces,1
71,Probability ,Probability ,0
451,Probability ,Probability ,1
80,Probability ,Probability ,1
1565,Integration,Integration Techniques,0
913,Probability ,Probability ,0
1525,Probability ,Probability ,0
956,Linear Algebra,Vector Spaces,1
956,Linear Algebra,Vector Spaces,0
1143,Linear Algebra,Vector Spaces,0
387,Linear Algebra,Vector Spaces,0
984,Linear Algebra,Vector Spaces,0
1023,Linear Algebra,Vector Spaces,0
1023,Linear Algebra,Vector Spaces,1
1023,Linear Algebra,Vector Spaces,0
1023,Linear Algebra,Vector Spaces,1
1023,Linear Algebra,Vector Spaces,1
1023,Linear Algebra,Vector Spaces,1
1023,Linear Algebra,Vector Spaces,1
91,Linear Algebra,Vector Spaces,1
91,Linear Algebra,Vector Spaces,1
876,Linear Algebra,Vector Spaces,0
1076,Linear Algebra,Vector Spaces,0
168,Linear Algebra,Vector Spaces,0
168,Linear Algebra,Vector Spaces,1
750,Linear Algebra,Vector Spaces,0
750,Linear Algebra,Vector Spaces,1
1252,Linear Algebra,Vector Spaces,0
1252,Linear Algebra,Vector Spaces,0
1252,Linear Algebra,Vector Spaces,0
1252,Linear Algebra,Vector Spaces,1
967,Linear Algebra,Vector Spaces,1
457,Linear Algebra,Vector Spaces,1
483,Linear Algebra,Vector Spaces,1
1230,Linear Algebra,Vector Spaces,1
1182,Linear Algebra,Vector Spaces,0
1150,Linear Algebra,Vector Spaces,0
376,Linear Algebra,Vector Spaces,1
1241,Linear Algebra,Vector Spaces,1
1256,Linear Algebra,Vector Spaces,1
1244,Linear Algebra,Vector Spaces,0
1256,Linear Algebra,Vector Spaces,1
1256,Linear Algebra,Vector Spaces,0
509,Linear Algebra,Vector Spaces,1
509,Linear Algebra,Vector Spaces,1
394,Linear Algebra,Vector Spaces,1
890,Linear Algebra,Vector Spaces,1
375,Linear Algebra,Vector Spaces,0
890,Linear Algebra,Vector Spaces,1
1147,Linear Algebra,Vector Spaces,0
1147,Linear Algebra,Vector Spaces,0
1195,Linear Algebra,Vector Spaces,0
1148,Linear Algebra,Vector Spaces,0
1288,Linear Algebra,Vector Spaces,1
1288,Linear Algebra,Vector Spaces,0
1146,Linear Algebra,Vector Spaces,0
1146,Linear Algebra,Vector Spaces,0
1179,Linear Algebra,Vector Spaces,1
1350,Linear Algebra,Vector Spaces,1
1080,Linear Algebra,Vector Spaces,1
1087,Linear Algebra,Vector Spaces,1
986,Linear Algebra,Vector Spaces,1
890,Linear Algebra,Vector Spaces,0
403,Linear Algebra,Vector Spaces,0
426,Linear Algebra,Vector Spaces,1
426,Linear Algebra,Vector Spaces,1
411,Linear Algebra,Vector Spaces,1
359,Linear Algebra,Vector Spaces,1
899,Linear Algebra,Vector Spaces,1
1220,Linear Algebra,Vector Spaces,0
1220,Linear Algebra,Vector Spaces,0
1220,Linear Algebra,Vector Spaces,1
1220,Linear Algebra,Vector Spaces,1
1220,Linear Algebra,Vector Spaces,1
1220,Linear Algebra,Vector Spaces,1
1220,Linear Algebra,Vector Spaces,1
1220,Linear Algebra,Vector Spaces,0
1220,Linear Algebra,Vector Spaces,1
1220,Linear Algebra,Vector Spaces,1
1220,Linear Algebra,Vector Spaces,1
1220,Linear Algebra,Vector Spaces,0
1220,Linear Algebra,Vector Spaces,1
1220,Linear Algebra,Vector Spaces,1
1220,Linear Algebra,Vector Spaces,1
1220,Linear Algebra,Vector Spaces,1
1220,Linear Algebra,Vector Spaces,0
1220,Linear Algebra,Vector Spaces,0
1220,Linear Algebra,Vector Spaces,1
1220,Linear Algebra,Vector Spaces,1
1220,Linear Algebra,Vector Spaces,1
851,Linear Algebra,Vector Spaces,1
955,Linear Algebra,Vector Spaces,0
955,Linear Algebra,Vector Spaces,0
955,Linear Algebra,Vector Spaces,0
955,Linear Algebra,Vector Spaces,0
36,Linear Algebra,Vector Spaces,0
1324,Linear Algebra,Vector Spaces,1
1322,Linear Algebra,Vector Spaces,1
1284,Linear Algebra,Vector Spaces,1
1291,Linear Algebra,Vector Spaces,1
1286,Linear Algebra,Vector Spaces,0
1286,Linear Algebra,Vector Spaces,0
1300,Linear Algebra,Vector Spaces,1
1284,Linear Algebra,Vector Spaces,0
1333,Linear Algebra,Vector Spaces,0
1070,Linear Algebra,Vector Spaces,1
840,Linear Algebra,Vector Spaces,1
1243,Linear Algebra,Vector Spaces,0
1525,Probability ,Probability ,0
448,Probability ,Probability ,1
451,Probability ,Probability ,1
91,Linear Algebra,Linear Transformations,1
91,Linear Algebra,Linear Transformations,1
1229,Linear Algebra,Linear Transformations,1
1076,Linear Algebra,Linear Transformations,0
168,Linear Algebra,Linear Transformations,1
1252,Linear Algebra,Linear Transformations,1
967,Linear Algebra,Linear Transformations,1
972,Linear Algebra,Linear Transformations,0
979,Linear Algebra,Linear Transformations,1
465,Linear Algebra,Linear Transformations,1
1081,Linear Algebra,Linear Transformations,0
378,Linear Algebra,Linear Transformations,1
990,Linear Algebra,Linear Transformations,0
1194,Linear Algebra,Linear Transformations,1
1194,Linear Algebra,Linear Transformations,1
1219,Linear Algebra,Linear Transformations,0
1219,Linear Algebra,Linear Transformations,0
1219,Linear Algebra,Linear Transformations,1
509,Linear Algebra,Linear Transformations,1
1171,Linear Algebra,Linear Transformations,0
890,Linear Algebra,Linear Transformations,0
890,Linear Algebra,Linear Transformations,0
1087,Linear Algebra,Linear Transformations,1
1080,Linear Algebra,Linear Transformations,1
1140,Linear Algebra,Linear Transformations,0
966,Linear Algebra,Linear Transformations,0
1077,Linear Algebra,Linear Transformations,1
1444,Linear Algebra,Linear Transformations,1
359,Linear Algebra,Linear Transformations,0
468,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,0
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,0
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
884,Linear Algebra,Linear Transformations,0
884,Linear Algebra,Linear Transformations,0
884,Linear Algebra,Linear Transformations,1
1299,Linear Algebra,Linear Transformations,0
1284,Linear Algebra,Linear Transformations,0
1284,Linear Algebra,Linear Transformations,0
885,Linear Algebra,Linear Transformations,0
592,Linear Algebra,Linear Transformations,1
840,Linear Algebra,Linear Transformations,1
840,Linear Algebra,Linear Transformations,1
634,Linear Algebra,Linear Transformations,0
340,Probability ,Probability ,0
448,Probability ,Probability ,1
1339,Linear Algebra,Linear Transformations,1
956,Linear Algebra,Linear Transformations,0
956,Linear Algebra,Linear Transformations,0
91,Linear Algebra,Linear Transformations,0
91,Linear Algebra,Linear Transformations,1
1319,Linear Algebra,Linear Transformations,0
988,Linear Algebra,Linear Transformations,0
168,Linear Algebra,Linear Transformations,0
168,Linear Algebra,Linear Transformations,0
168,Linear Algebra,Linear Transformations,1
168,Linear Algebra,Linear Transformations,0
967,Linear Algebra,Linear Transformations,1
972,Linear Algebra,Linear Transformations,0
972,Linear Algebra,Linear Transformations,0
972,Linear Algebra,Linear Transformations,0
378,Linear Algebra,Linear Transformations,0
1253,Linear Algebra,Linear Transformations,0
509,Linear Algebra,Linear Transformations,1
898,Linear Algebra,Linear Transformations,1
1146,Linear Algebra,Linear Transformations,0
1334,Linear Algebra,Linear Transformations,0
890,Linear Algebra,Linear Transformations,0
890,Linear Algebra,Linear Transformations,0
1080,Linear Algebra,Linear Transformations,1
473,Linear Algebra,Linear Transformations,0
1087,Linear Algebra,Linear Transformations,1
1109,Linear Algebra,Linear Transformations,0
1080,Linear Algebra,Linear Transformations,0
1173,Linear Algebra,Linear Transformations,0
1173,Linear Algebra,Linear Transformations,0
1140,Linear Algebra,Linear Transformations,0
1281,Linear Algebra,Linear Transformations,0
966,Linear Algebra,Linear Transformations,0
966,Linear Algebra,Linear Transformations,0
1077,Linear Algebra,Linear Transformations,0
1444,Linear Algebra,Linear Transformations,1
1149,Linear Algebra,Linear Transformations,1
468,Linear Algebra,Linear Transformations,0
899,Linear Algebra,Linear Transformations,0
899,Linear Algebra,Linear Transformations,0
1220,Linear Algebra,Linear Transformations,0
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,0
1220,Linear Algebra,Linear Transformations,0
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
884,Linear Algebra,Linear Transformations,0
884,Linear Algebra,Linear Transformations,0
884,Linear Algebra,Linear Transformations,1
884,Linear Algebra,Linear Transformations,0
851,Linear Algebra,Linear Transformations,1
851,Linear Algebra,Linear Transformations,0
851,Linear Algebra,Linear Transformations,0
633,Linear Algebra,Linear Transformations,1
965,Linear Algebra,Linear Transformations,0
955,Linear Algebra,Linear Transformations,1
955,Linear Algebra,Linear Transformations,0
1324,Linear Algebra,Linear Transformations,0
1322,Linear Algebra,Linear Transformations,0
1322,Linear Algebra,Linear Transformations,0
1322,Linear Algebra,Linear Transformations,1
1289,Linear Algebra,Linear Transformations,1
1291,Linear Algebra,Linear Transformations,0
840,Linear Algebra,Linear Transformations,0
634,Linear Algebra,Linear Transformations,0
634,Linear Algebra,Linear Transformations,0
1095,Linear Algebra,Linear Transformations,0
448,Probability ,Probability ,1
451,Probability ,Probability ,0
1339,Linear Algebra,Linear Transformations,1
956,Linear Algebra,Linear Transformations,0
1143,Linear Algebra,Linear Transformations,1
913,Linear Algebra,Linear Transformations,1
984,Linear Algebra,Linear Transformations,0
91,Linear Algebra,Linear Transformations,0
876,Linear Algebra,Linear Transformations,0
876,Linear Algebra,Linear Transformations,0
1076,Linear Algebra,Linear Transformations,1
168,Linear Algebra,Linear Transformations,0
168,Linear Algebra,Linear Transformations,0
168,Linear Algebra,Linear Transformations,0
168,Linear Algebra,Linear Transformations,0
168,Linear Algebra,Linear Transformations,0
167,Linear Algebra,Linear Transformations,1
510,Linear Algebra,Linear Transformations,1
972,Linear Algebra,Linear Transformations,0
972,Linear Algebra,Linear Transformations,0
1517,Linear Algebra,Linear Transformations,1
1081,Linear Algebra,Linear Transformations,1
1093,Linear Algebra,Linear Transformations,1
1194,Linear Algebra,Linear Transformations,1
1253,Linear Algebra,Linear Transformations,0
1256,Linear Algebra,Linear Transformations,0
1219,Linear Algebra,Linear Transformations,0
509,Linear Algebra,Linear Transformations,1
1146,Linear Algebra,Linear Transformations,1
1179,Linear Algebra,Linear Transformations,0
1334,Linear Algebra,Linear Transformations,1
394,Linear Algebra,Linear Transformations,1
1109,Linear Algebra,Linear Transformations,1
1080,Linear Algebra,Linear Transformations,1
473,Linear Algebra,Linear Transformations,0
1087,Linear Algebra,Linear Transformations,1
1087,Linear Algebra,Linear Transformations,1
1109,Linear Algebra,Linear Transformations,0
1173,Linear Algebra,Linear Transformations,1
1163,Linear Algebra,Linear Transformations,0
1140,Linear Algebra,Linear Transformations,0
1279,Linear Algebra,Linear Transformations,1
1281,Linear Algebra,Linear Transformations,0
1146,Linear Algebra,Linear Transformations,0
966,Linear Algebra,Linear Transformations,0
966,Linear Algebra,Linear Transformations,0
966,Linear Algebra,Linear Transformations,0
1195,Linear Algebra,Linear Transformations,1
1444,Linear Algebra,Linear Transformations,1
1149,Linear Algebra,Linear Transformations,1
468,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,0
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,0
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,0
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,0
1220,Linear Algebra,Linear Transformations,0
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,0
1220,Linear Algebra,Linear Transformations,1
753,Linear Algebra,Linear Transformations,1
884,Linear Algebra,Linear Transformations,1
851,Linear Algebra,Linear Transformations,1
851,Linear Algebra,Linear Transformations,0
958,Linear Algebra,Linear Transformations,0
1324,Linear Algebra,Linear Transformations,0
1322,Linear Algebra,Linear Transformations,1
1322,Linear Algebra,Linear Transformations,1
1322,Linear Algebra,Linear Transformations,0
1299,Linear Algebra,Linear Transformations,1
1284,Linear Algebra,Linear Transformations,0
1284,Linear Algebra,Linear Transformations,0
72,Linear Algebra,Linear Transformations,0
840,Linear Algebra,Linear Transformations,1
840,Linear Algebra,Linear Transformations,0
840,Linear Algebra,Linear Transformations,1
840,Linear Algebra,Linear Transformations,0
625,Linear Algebra,Linear Transformations,1
1339,Linear Algebra,Linear Transformations,1
956,Linear Algebra,Linear Transformations,0
1143,Linear Algebra,Linear Transformations,1
1271,Linear Algebra,Linear Transformations,1
91,Linear Algebra,Linear Transformations,1
1319,Linear Algebra,Linear Transformations,1
876,Linear Algebra,Linear Transformations,0
1076,Linear Algebra,Linear Transformations,0
1076,Linear Algebra,Linear Transformations,0
168,Linear Algebra,Linear Transformations,0
168,Linear Algebra,Linear Transformations,0
168,Linear Algebra,Linear Transformations,0
168,Linear Algebra,Linear Transformations,0
168,Linear Algebra,Linear Transformations,0
168,Linear Algebra,Linear Transformations,0
972,Linear Algebra,Linear Transformations,0
972,Linear Algebra,Linear Transformations,0
1517,Linear Algebra,Linear Transformations,1
1517,Linear Algebra,Linear Transformations,1
378,Linear Algebra,Linear Transformations,0
1194,Linear Algebra,Linear Transformations,1
1256,Linear Algebra,Linear Transformations,0
1219,Linear Algebra,Linear Transformations,0
1219,Linear Algebra,Linear Transformations,0
1219,Linear Algebra,Linear Transformations,0
1219,Linear Algebra,Linear Transformations,1
898,Linear Algebra,Linear Transformations,1
1146,Linear Algebra,Linear Transformations,1
1171,Linear Algebra,Linear Transformations,1
1350,Linear Algebra,Linear Transformations,1
1109,Linear Algebra,Linear Transformations,1
473,Linear Algebra,Linear Transformations,0
1087,Linear Algebra,Linear Transformations,0
1173,Linear Algebra,Linear Transformations,0
1173,Linear Algebra,Linear Transformations,0
1163,Linear Algebra,Linear Transformations,1
1146,Linear Algebra,Linear Transformations,1
1279,Linear Algebra,Linear Transformations,1
966,Linear Algebra,Linear Transformations,0
966,Linear Algebra,Linear Transformations,0
1077,Linear Algebra,Linear Transformations,1
986,Linear Algebra,Linear Transformations,0
1195,Linear Algebra,Linear Transformations,1
899,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,0
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
884,Linear Algebra,Linear Transformations,1
884,Linear Algebra,Linear Transformations,1
884,Linear Algebra,Linear Transformations,0
884,Linear Algebra,Linear Transformations,0
1428,Linear Algebra,Linear Transformations,1
958,Linear Algebra,Linear Transformations,0
1324,Linear Algebra,Linear Transformations,0
1322,Linear Algebra,Linear Transformations,1
1284,Linear Algebra,Linear Transformations,0
885,Linear Algebra,Linear Transformations,0
840,Linear Algebra,Linear Transformations,1
840,Linear Algebra,Linear Transformations,1
1095,Linear Algebra,Linear Transformations,0
956,Linear Algebra,Linear Transformations,0
956,Linear Algebra,Linear Transformations,0
1091,Linear Algebra,Linear Transformations,1
91,Linear Algebra,Linear Transformations,1
876,Linear Algebra,Linear Transformations,0
876,Linear Algebra,Linear Transformations,0
876,Linear Algebra,Linear Transformations,0
1076,Linear Algebra,Linear Transformations,1
168,Linear Algebra,Linear Transformations,1
168,Linear Algebra,Linear Transformations,1
1252,Linear Algebra,Linear Transformations,1
967,Linear Algebra,Linear Transformations,0
972,Linear Algebra,Linear Transformations,0
972,Linear Algebra,Linear Transformations,0
591,Linear Algebra,Linear Transformations,1
1093,Linear Algebra,Linear Transformations,0
1194,Linear Algebra,Linear Transformations,1
1157,Linear Algebra,Linear Transformations,0
1256,Linear Algebra,Linear Transformations,1
1219,Linear Algebra,Linear Transformations,0
509,Linear Algebra,Linear Transformations,1
509,Linear Algebra,Linear Transformations,1
898,Linear Algebra,Linear Transformations,0
1171,Linear Algebra,Linear Transformations,1
394,Linear Algebra,Linear Transformations,1
1080,Linear Algebra,Linear Transformations,1
1087,Linear Algebra,Linear Transformations,0
966,Linear Algebra,Linear Transformations,0
966,Linear Algebra,Linear Transformations,0
986,Linear Algebra,Linear Transformations,1
1149,Linear Algebra,Linear Transformations,1
1173,Linear Algebra,Linear Transformations,0
359,Linear Algebra,Linear Transformations,1
359,Linear Algebra,Linear Transformations,1
468,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,0
1220,Linear Algebra,Linear Transformations,0
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,0
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
1220,Linear Algebra,Linear Transformations,1
884,Linear Algebra,Linear Transformations,0
884,Linear Algebra,Linear Transformations,0
851,Linear Algebra,Linear Transformations,0
1428,Linear Algebra,Linear Transformations,1
955,Linear Algebra,Linear Transformations,0
1322,Linear Algebra,Linear Transformations,0
1322,Linear Algebra,Linear Transformations,1
1284,Linear Algebra,Linear Transformations,0
1284,Linear Algebra,Linear Transformations,0
840,Linear Algebra,Linear Transformations,1
634,Linear Algebra,Linear Transformations,0
1095,Linear Algebra,Linear Transformations,1
91,Complex Numbers,Complex Numbers,1
90,Complex Numbers,Complex Numbers,0
90,Complex Numbers,Complex Numbers,0
128,Complex Numbers,Complex Numbers,1
128,Complex Numbers,Complex Numbers,0
457,Complex Numbers,Complex Numbers,1
591,Complex Numbers,Complex Numbers,0
769,Complex Numbers,Complex Numbers,0
163,Complex Numbers,Complex Numbers,0
71,Complex Numbers,Complex Numbers,1
71,Complex Numbers,Complex Numbers,0
414,Complex Numbers,Complex Numbers,0
411,Complex Numbers,Complex Numbers,0
422,Complex Numbers,Complex Numbers,0
422,Complex Numbers,Complex Numbers,0
411,Complex Numbers,Complex Numbers,0
419,Complex Numbers,Complex Numbers,0
